name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Scott McTominay,MID,Man Utd,0,0,0,0,0,0,381,0,0,0,0,328,0,0,0,0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,FALSE,20,0,0,0,0,33,0,15160,0,1,0,0,0,-19,0,19,49,TRUE,0,33
Wilfred Ndidi,MID,Leicester,0,0,0,8,0,6,300,0.02,0.08,0.06,2.57,327,1,0,3.7,21.8,2025-04-20T15:30:00Z,82,0,0,0,0,0,0,0,FALSE,12,0,0,0,0,33,0,18971,1,1,0,9,1,-265,60,325,49,TRUE,1,33
Maxence Lacroix,DEF,Crystal Palace,2.4,0,0,25,1,10.1,650,0,0,0,0.72,323,0,0,4.9,32.6,2025-04-19T14:00:00Z,90,0,0,0,0,0,0,0,FALSE,3,0,0,0,0,33,0,131283,1,0,0,6,6,-1521,6759,8280,45,TRUE,0,33
Maxence Lacroix,DEF,Crystal Palace,2.4,0,0,7,0,0.5,650,0,0,0,1.22,331,2,0,1.4,13.8,2025-04-23T19:00:00Z,90,0,0,0,0,0,0,0,FALSE,1,0,0,0,0,33,0,131283,1,2,2,0,1,-1521,6759,8280,45,FALSE,0,33
John Ruddy,GK,Newcastle,0.5,0,0,0,0,0,414,0,0,0,0,321,0,0,0,0,2025-04-19T16:30:00Z,0,0,0,0,0,0,0,0,FALSE,2,0,0,0,0,33,0,32658,0,1,4,0,0,158,638,480,39,FALSE,0,33
Caleb Okoli,DEF,Leicester,0.3,0,0,0,0,0,301,0,0,0,0,327,0,0,0,0,2025-04-20T15:30:00Z,0,0,0,0,0,0,0,0,FALSE,12,0,0,0,0,33,0,54338,0,1,0,0,0,-82,1484,1566,40,TRUE,0,33
Sean Neave,FWD,Newcastle,0.5,0,0,0,0,0,789,0,0,0,0,321,0,0,0,0,2025-04-19T16:30:00Z,0,0,0,0,0,0,0,0,FALSE,2,0,0,0,0,33,0,1371,0,1,4,0,0,160,288,128,45,FALSE,0,33
Odysseas Vlachodimos,GK,Newcastle,0.5,0,0,0,0,0,412,0,0,0,0,321,0,0,0,0,2025-04-19T16:30:00Z,0,0,0,0,0,0,0,0,FALSE,2,0,0,0,0,33,0,10696,0,1,4,0,0,-18,46,64,42,FALSE,0,33
Dante Cassanova,DEF,Spurs,-0.5,0,0,0,0,0,760,0,0,0,0,329,0,0,0,0,2025-04-21T19:00:00Z,0,0,0,0,0,0,0,0,FALSE,16,0,0,0,0,33,0,884,0,2,1,0,0,6,47,41,40,TRUE,0,33
George Earthy,MID,West Ham,0,0,0,0,0,0,519,0,0,0,0,330,0,0,0,0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,17,0,0,0,0,33,0,2445,0,1,1,0,0,-15,0,15,45,TRUE,0,33
Daichi Kamada,MID,Crystal Palace,1.6,0,0,3,0,0.4,205,0,0,0,0.05,323,0,0,0.8,3.2,2025-04-19T14:00:00Z,15,0,0,0,0,0,0,0,FALSE,3,0,0,0,0,33,0,12382,0,0,0,4,1,180,370,190,51,TRUE,0,33
Daichi Kamada,MID,Crystal Palace,1.6,0,0,17,0,30.8,205,0.05,0.11,0.06,1.22,331,2,0,5.3,15,2025-04-23T19:00:00Z,90,0,0,0,0,0,0,0,FALSE,1,0,0,0,0,33,0,12382,1,2,2,7,2,180,370,190,51,FALSE,0,33
Ange Postecoglou,AM,Spurs,2.5,0,0,0,0,0,749,0,0,0,0,329,0,0,0,0,2025-04-21T19:00:00Z,0,0,0,1,1,0,0,0,FALSE,16,0,0,0,0,33,0,3470,0,2,1,0,1,-601,456,1057,11,TRUE,0,33
Reece James,DEF,Chelsea,2.8,0,0,6,0,11.5,172,0.04,0.07,0.03,0.07,325,1,0,2.3,4.4,2025-04-20T13:00:00Z,45,0,0,0,0,0,0,0,FALSE,9,0,0,0,0,33,0,114150,1,2,1,7,1,-12266,4383,16649,48,FALSE,0,33
Georginio Rutter,MID,Brighton,0,0,0,0,0,0,618,0,0,0,0,322,0,0,0,0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,4,0,0,0,0,33,0,40391,0,2,4,0,0,-2882,63,2945,50,FALSE,0,33
Conor Chaplin,MID,Ipswich,-1,0,0,3,0,0,265,0,0,0,0.04,326,0,0,0,0,2025-04-20T13:00:00Z,1,0,0,0,0,0,0,0,FALSE,1,0,0,0,0,33,0,8207,0,4,0,0,1,-9,18,27,51,TRUE,0,33
Enzo Maresca,AM,Chelsea,6.8,0,0,0,0,0,740,0,0,0,0,325,0,0,0,0,2025-04-20T13:00:00Z,0,0,0,2,0,0,0,1,FALSE,9,0,0,0,0,33,0,3236,0,2,1,0,8,-860,56,916,15,FALSE,0,33
Santiago Bueno,DEF,Wolves,2,0,0,21,1,0.7,564,0.02,0.02,0,1.32,328,0,0,3.3,32,2025-04-20T13:00:00Z,90,0,0,0,0,0,0,0,FALSE,14,0,0,0,0,33,0,8584,1,1,0,0,6,-143,57,200,43,FALSE,0,33
Corrie Ndaba,DEF,Ipswich,0,0,0,0,0,0,279,0,0,0,0,326,0,0,0,0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,FALSE,1,0,0,0,0,33,0,405,0,4,0,0,0,0,0,0,40,TRUE,0,33
Kenny Tete,DEF,Fulham,1.8,0,0,23,1,4.6,257,0,0.14,0.14,0.73,325,0,0,3.8,17.2,2025-04-20T13:00:00Z,77,0,0,0,0,0,0,0,FALSE,6,0,0,0,0,33,0,22119,1,2,1,16,6,35,130,95,44,TRUE,0,33
Graham Potter,AM,West Ham,4.3,0,0,0,0,0,750,0,0,0,0,330,0,0,0,0,2025-04-19T14:00:00Z,0,0,1,1,0,0,0,0,FALSE,17,0,0,0,0,33,0,6498,0,1,1,0,4,-170,719,889,5,TRUE,0,33
Pablo Sarabia,MID,Wolves,4.8,0,0,23,0,0.3,565,0,0.09,0.09,0.58,328,0,1,4.2,34.2,2025-04-20T13:00:00Z,16,0,0,0,0,0,0,0,FALSE,14,0,0,0,0,33,0,9480,0,1,0,7,5,70,552,482,50,FALSE,1,33
Diogo Teixeira da Silva,MID,Liverpool,4.3,0,0,-10,0,0.7,317,0,0.46,0.46,0.18,327,0,0,2,0,2025-04-20T15:30:00Z,30,0,0,0,0,0,0,0,FALSE,11,0,0,0,0,33,0,310566,0,1,0,23,1,-6050,4463,10513,72,FALSE,0,33
Kortney Hause,DEF,Aston Villa,-1,0,0,0,0,0,40,0,0,0,0,321,0,0,0,0,2025-04-19T16:30:00Z,0,0,0,0,0,0,0,0,FALSE,15,0,0,0,0,33,0,61899,0,1,4,0,0,-505,560,1065,39,TRUE,0,33
Kortney Hause,DEF,Aston Villa,-1,0,0,0,0,0,40,0,0,0,0,336,0,0,0,0,2025-04-22T19:00:00Z,0,0,0,0,0,0,0,0,FALSE,13,0,0,0,0,33,0,61899,0,1,2,0,0,-505,560,1065,39,FALSE,0,33
Liam Delap,FWD,Ipswich,3.3,0,0,1,0,0.1,268,0,0,0,0.3,326,1,0,0,0,2025-04-20T13:00:00Z,8,0,0,0,0,0,0,0,FALSE,1,0,0,0,0,33,0,354463,0,4,0,0,1,-29317,7650,36967,56,TRUE,0,33
Bastien Meupiyou,DEF,Wolves,0,0,0,0,0,0,637,0,0,0,0,328,0,0,0,0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,FALSE,14,0,0,0,0,33,0,25625,0,1,0,0,0,26,594,568,39,FALSE,0,33
Tino Livramento,DEF,Newcastle,4.7,0,0,0,0,12.9,409,0.04,0.14,0.1,2.26,321,4,0,3.7,9.2,2025-04-19T16:30:00Z,90,0,0,0,0,0,0,0,FALSE,2,0,0,0,0,33,0,989537,1,1,4,15,0,-57374,42251,99625,46,FALSE,0,33
Remy Rees-Dottin,FWD,Bournemouth,0,0,0,0,0,0,707,0,0,0,0,323,0,0,0,0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,7,0,0,0,0,33,0,7872,0,0,0,0,0,-118,189,307,45,FALSE,0,33
Tyler Adams,MID,Bournemouth,1.8,0,0,9,1,12.9,60,0.01,0.01,0,0.13,323,0,0,1.6,3.2,2025-04-19T14:00:00Z,60,0,0,0,0,0,0,0,FALSE,7,0,0,0,0,33,0,7136,1,0,0,0,2,-304,225,529,49,FALSE,1,33
Danilo dos Santos de Oliveira,MID,Nott'm Forest,1,0,0,6,0,0.6,429,0,0,0,1.39,329,0,0,1.3,12.8,2025-04-21T19:00:00Z,57,0,0,0,0,0,0,0,FALSE,18,0,0,0,0,33,0,2879,1,2,1,0,1,-38,84,122,47,FALSE,0,33
Jenson Metcalfe,MID,Everton,0,0,0,0,0,0,614,0,0,0,0,324,0,0,0,0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,13,0,0,0,0,33,0,425,0,2,0,0,0,-1,0,1,45,TRUE,0,33
Marcus Rashford,MID,Aston Villa,7.4,0,0,5,0,13.6,385,0.01,0.01,0,0,321,0,0,1.8,4,2025-04-19T16:30:00Z,7,0,0,0,0,0,0,0,FALSE,15,0,0,0,0,33,0,995061,0,1,4,0,1,107266,155923,48657,67,TRUE,0,33
Marcus Rashford,MID,Aston Villa,7.4,0,1,23,0,17.1,385,0.05,1.54,1.49,0.91,336,1,1,9.8,37,2025-04-22T19:00:00Z,75,0,0,0,0,0,0,0,FALSE,13,0,0,0,0,33,0,995061,1,1,2,44,8,107266,155923,48657,67,FALSE,0,33
James Maddison,MID,Spurs,1.7,0,0,0,0,0,494,0,0,0,0,329,0,0,0,0,2025-04-21T19:00:00Z,0,0,0,0,0,0,0,0,FALSE,16,0,0,0,0,33,0,492979,0,2,1,0,0,-42084,2013,44097,74,TRUE,0,33
Daniel Muñoz,DEF,Crystal Palace,4,0,0,16,1,7.1,211,0.03,0.23,0.2,0.72,323,0,0,2.8,9,2025-04-19T14:00:00Z,90,0,0,0,0,0,0,0,FALSE,3,0,0,0,0,33,0,2879509,1,0,0,12,5,13188,112026,98838,53,TRUE,1,33
Daniel Muñoz,DEF,Crystal Palace,4,0,0,15,0,37.3,211,0.53,0.53,0,1.22,331,2,0,6.3,18,2025-04-23T19:00:00Z,90,0,0,0,0,0,0,0,FALSE,1,0,0,0,0,33,0,2879509,1,2,2,8,1,13188,112026,98838,53,FALSE,0,33
Bruno Guimarães Rodriguez Moura,MID,Newcastle,3.7,0,0,7,0,16.5,394,0.12,0.21,0.09,2.26,321,4,0,3.4,6.2,2025-04-19T16:30:00Z,90,0,0,0,0,0,0,0,FALSE,2,0,0,0,0,33,0,353011,1,1,4,11,1,-46215,12680,58895,62,FALSE,1,33
Fraser Forster,GK,Spurs,-0.5,0,0,0,0,0,488,0,0,0,0,329,0,0,0,0,2025-04-21T19:00:00Z,0,0,0,0,0,0,0,0,FALSE,16,0,0,0,0,33,0,38950,0,2,1,0,0,-949,153,1102,43,TRUE,0,33
Elliot Anderson,MID,Nott'm Forest,4.7,0,3,36,0,11.8,423,0.01,0.04,0.03,2.14,329,1,1,7.5,56,2025-04-21T19:00:00Z,90,0,0,0,0,0,0,0,FALSE,18,0,0,0,0,33,0,29759,1,2,1,7,10,-1221,764,1985,50,FALSE,0,33
Charlie Taylor,DEF,Southampton,-0.1,0,0,0,0,0,475,0,0,0,0,330,0,0,0,0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,19,0,0,0,0,33,0,383969,0,1,1,0,0,-18046,170,18216,39,FALSE,0,33
Bryan Mbeumo,MID,Brentford,7.8,1,3,86,0,94.8,99,0.62,1.22,0.6,1.43,322,2,2,26.3,115,2025-04-19T14:00:00Z,90,0,0,0,0,0,0,0,FALSE,5,0,0,0,0,33,0,3459111,1,2,4,53,18,-309442,47517,356959,79,TRUE,0,33
Matty Cash,DEF,Aston Villa,5.4,0,0,5,0,0.4,32,0,0,0,1,321,1,0,1,5.2,2025-04-19T16:30:00Z,90,0,0,0,0,0,0,0,FALSE,15,0,0,0,0,33,0,142241,1,1,4,4,2,19713,22093,2380,44,TRUE,0,33
Matty Cash,DEF,Aston Villa,5.4,0,0,6,0,0.9,32,0,0,0,0.77,336,1,0,1.1,8.4,2025-04-22T19:00:00Z,60,0,0,0,0,0,0,0,FALSE,13,0,0,0,0,33,0,142241,1,1,2,2,2,19713,22093,2380,44,FALSE,0,33
Adam Lallana,MID,Southampton,-0.5,0,0,0,0,0,463,0,0,0,0,330,0,0,0,0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,19,0,0,0,0,33,0,2938,0,1,1,0,0,-7,48,55,50,FALSE,0,33
Sandro Tonali,MID,Newcastle,6.5,0,0,13,0,3.3,417,0.03,0.06,0.03,2.26,321,4,0,2.4,10,2025-04-19T16:30:00Z,90,0,0,0,0,0,0,0,FALSE,2,0,0,0,0,33,0,85514,1,1,4,11,2,2161,9935,7774,55,FALSE,0,33
Issa Diop,DEF,Fulham,0.2,0,0,0,0,0,245,0,0,0,0,325,0,0,0,0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,FALSE,6,0,0,0,0,33,0,23945,0,2,1,0,0,-153,144,297,43,TRUE,0,33
Igor Julio dos Santos de Paulo,DEF,Brighton,0,0,0,0,0,0,128,0,0,0,0,322,0,0,0,0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,4,0,0,0,0,33,0,7761,0,2,4,0,0,-54,19,73,43,FALSE,0,33
Joelinton Cássio Apolinário de Lira,MID,Newcastle,4.5,0,0,9,0,18.6,403,0.31,0.36,0.05,2.26,321,4,0,4.6,14,2025-04-19T16:30:00Z,90,0,0,0,0,0,0,0,FALSE,2,0,0,0,0,33,0,132284,1,1,4,13,1,-3261,2571,5832,60,FALSE,1,33
John McGinn,MID,Aston Villa,3.8,0,0,16,0,11.8,48,0.01,0.43,0.42,0.69,321,1,0,7.1,20.8,2025-04-19T16:30:00Z,71,0,0,0,0,0,0,0,FALSE,15,0,0,0,0,33,0,78586,1,1,4,38,2,3839,4621,782,52,TRUE,0,33
John McGinn,MID,Aston Villa,3.8,0,0,8,0,0.8,48,0,0,0,0.57,336,1,0,0.9,6.4,2025-04-22T19:00:00Z,29,0,0,0,0,0,0,0,FALSE,13,0,0,0,0,33,0,78586,0,1,2,2,1,3839,4621,782,52,FALSE,0,33
Oscar Bobb,MID,Man City,1.8,0,0,0,0,0,343,0,0,0,0,324,0,0,0,0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,8,0,0,0,0,33,0,6504,0,2,0,0,0,337,499,162,47,FALSE,0,33
Oscar Bobb,MID,Man City,1.8,0,0,0,0,0,343,0,0,0,0,336,0,0,0,0,2025-04-22T19:00:00Z,0,0,0,0,0,0,0,0,FALSE,2,0,0,0,0,33,0,6504,0,1,2,0,0,337,499,162,47,TRUE,0,33
Pedro Cardoso de Lima,DEF,Wolves,0,0,0,0,0,0,561,0,0,0,0,328,0,0,0,0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,FALSE,14,0,0,0,0,33,0,139304,0,1,0,0,0,-5355,52,5407,39,FALSE,0,33
Pierre-Emile Højbjerg,MID,Spurs,0,0,0,0,0,0,490,0,0,0,0,329,0,0,0,0,2025-04-21T19:00:00Z,0,0,0,0,0,0,0,0,FALSE,16,0,0,0,0,33,0,294,0,2,1,0,0,0,0,0,50,TRUE,0,33
Nathan Collins,DEF,Brentford,3.5,0,0,2,0,10.8,88,0,0.15,0.15,1.43,322,2,0,6.8,17.8,2025-04-19T14:00:00Z,90,0,0,0,0,0,0,0,FALSE,5,0,0,0,0,33,0,311295,1,2,4,39,0,17677,28444,10767,45,TRUE,1,33
Jesper Lindstrøm,MID,Everton,0,0,0,0,0,0,577,0,0,0,0,324,0,0,0,0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,13,0,0,0,0,33,0,7093,0,2,0,0,0,-282,65,347,50,TRUE,0,33
Marc Guéhi,DEF,Crystal Palace,1,0,0,21,1,0.3,200,0.01,0.01,0,0.72,323,0,0,1.5,10.8,2025-04-19T14:00:00Z,90,0,0,0,0,0,0,0,FALSE,3,0,0,0,0,33,0,780264,1,0,0,4,6,-4658,21623,26281,47,TRUE,0,33
Marc Guéhi,DEF,Crystal Palace,1,0,0,4,0,1.3,200,0.01,0.16,0.15,1.22,331,2,0,5.7,16.8,2025-04-23T19:00:00Z,90,0,0,0,0,0,0,0,FALSE,1,0,0,0,0,33,0,780264,1,2,2,39,1,-4658,21623,26281,47,FALSE,0,33
Mathias Jorgensen,DEF,Brentford,0,0,0,0,0,0,112,0,0,0,0,322,0,0,0,0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,5,0,0,0,0,33,0,1183,0,2,4,0,0,-6,0,6,45,TRUE,0,33
Divin Mubama,FWD,Man City,1,0,0,0,0,0,698,0,0,0,0,324,0,0,0,0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,8,0,0,0,0,33,0,14253,0,2,0,0,0,-140,685,825,45,FALSE,0,33
Divin Mubama,FWD,Man City,1,0,0,0,0,0,698,0,0,0,0,336,0,0,0,0,2025-04-22T19:00:00Z,0,0,0,0,0,0,0,0,FALSE,2,0,0,0,0,33,0,14253,0,1,2,0,0,-140,685,825,45,TRUE,0,33
William Osula,FWD,Newcastle,0.7,0,0,0,0,0,590,0,0,0,0,321,0,0,0,0,2025-04-19T16:30:00Z,0,0,0,0,0,0,0,0,FALSE,2,0,0,0,0,33,0,17790,0,1,4,0,0,-154,217,371,49,FALSE,0,33
Harry Souttar,DEF,Leicester,0,0,0,0,0,0,303,0,0,0,0,327,0,0,0,0,2025-04-20T15:30:00Z,0,0,0,0,0,0,0,0,FALSE,12,0,0,0,0,33,0,823,0,1,0,0,0,-6,0,6,40,TRUE,0,33
Jean-Philippe Mateta,FWD,Crystal Palace,6,0,0,2,1,1.3,207,0,0.04,0.04,0.68,323,0,0,0.7,0,2025-04-19T14:00:00Z,74,0,0,0,0,0,0,0,FALSE,3,0,0,0,0,33,0,2511617,1,0,0,8,2,54792,155477,100685,78,TRUE,0,33
Jean-Philippe Mateta,FWD,Crystal Palace,6,0,3,32,0,14.1,207,0.07,0.13,0.06,0.1,331,0,1,5.9,38.2,2025-04-23T19:00:00Z,10,0,0,0,0,0,0,0,FALSE,1,0,0,0,0,33,0,2511617,0,2,2,7,8,54792,155477,100685,78,FALSE,0,33
Max Alleyne,DEF,Man City,1,0,0,0,0,0,703,0,0,0,0,324,0,0,0,0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,8,0,0,0,0,33,0,1485,0,2,0,0,0,40,105,65,40,FALSE,0,33
Max Alleyne,DEF,Man City,1,0,0,0,0,0,703,0,0,0,0,336,0,0,0,0,2025-04-22T19:00:00Z,0,0,0,0,0,0,0,0,FALSE,2,0,0,0,0,33,0,1485,0,1,2,0,0,40,105,65,40,TRUE,0,33
Archie Harris,DEF,Bournemouth,0,0,0,0,0,0,702,0,0,0,0,323,0,0,0,0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,7,0,0,0,0,33,0,2907,0,0,0,0,0,104,220,116,40,FALSE,0,33
Zach Abbott,DEF,Nott'm Forest,0.5,0,0,0,0,0,706,0,0,0,0,329,0,0,0,0,2025-04-21T19:00:00Z,0,0,0,0,0,0,0,0,FALSE,18,0,0,0,0,33,0,4254,0,2,1,0,0,125,272,147,40,FALSE,0,33
Ben Nelson,DEF,Leicester,0,0,0,0,0,0,616,0,0,0,0,327,0,0,0,0,2025-04-20T15:30:00Z,0,0,0,0,0,0,0,0,FALSE,12,0,0,0,0,33,0,1900,0,1,0,0,0,-4,0,4,40,TRUE,0,33
Bernardo Veiga de Carvalho e Silva,MID,Man City,6.6,0,0,16,1,10.9,342,0.07,0.07,0,0.91,324,0,0,2.3,10,2025-04-19T14:00:00Z,90,0,0,0,0,0,0,0,FALSE,8,0,0,0,0,33,0,292488,1,2,0,2,3,809,3762,2953,61,FALSE,0,33
Bernardo Veiga de Carvalho e Silva,MID,Man City,6.6,0,3,33,0,27,342,0.1,0.31,0.21,1.76,336,1,1,8.8,44.2,2025-04-22T19:00:00Z,90,0,0,0,0,0,0,0,FALSE,2,0,0,0,0,33,0,292488,1,1,2,17,9,809,3762,2953,61,TRUE,1,33
Matai Akinmboni,DEF,Bournemouth,0,0,0,0,0,0,712,0,0,0,0,323,0,0,0,0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,7,0,0,0,0,33,0,1674,0,0,0,0,0,29,92,63,40,FALSE,0,33
Filip Jørgensen,GK,Chelsea,0,0,0,0,0,0,581,0,0,0,0,325,0,0,0,0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,FALSE,9,0,0,0,0,33,0,57751,0,2,1,0,0,-7260,220,7480,42,FALSE,0,33
David Brooks,MID,Bournemouth,0.8,0,0,5,0,13.4,62,0.04,0.04,0,0.2,323,0,0,1.6,2.4,2025-04-19T14:00:00Z,21,0,0,0,0,0,0,0,FALSE,7,0,0,0,0,33,0,3684,0,0,0,0,1,-174,79,253,49,FALSE,0,33
Ishé Samuels-Smith,DEF,Chelsea,0,0,0,0,0,0,782,0,0,0,0,325,0,0,0,0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,FALSE,9,0,0,0,0,33,0,456,0,2,1,0,0,17,36,19,40,FALSE,0,33
Son Heung-min,MID,Spurs,0.2,0,0,0,0,0,503,0,0,0,0,329,0,0,0,0,2025-04-21T19:00:00Z,0,0,0,0,0,0,0,0,FALSE,16,0,0,0,0,33,0,523623,0,2,1,0,0,-105248,947,106195,98,TRUE,0,33
Solly March,MID,Brighton,0.5,0,0,1,0,1.6,132,0.01,0.01,0,0.32,322,1,0,0.3,1.2,2025-04-19T14:00:00Z,25,0,0,0,0,0,0,0,FALSE,4,0,0,0,0,33,0,3654,0,2,4,0,1,-159,324,483,65,FALSE,0,33
Olabade Aluko,DEF,Leicester,-1.5,0,0,0,0,0,796,0,0,0,0,327,0,0,0,0,2025-04-20T15:30:00Z,0,0,0,0,0,0,0,0,FALSE,12,0,0,0,0,33,0,78,0,1,0,0,0,33,37,4,40,TRUE,0,33
Manor Solomon,MID,Spurs,0,0,0,0,0,0,502,0,0,0,0,329,0,0,0,0,2025-04-21T19:00:00Z,0,0,0,0,0,0,0,0,FALSE,16,0,0,0,0,33,0,2386,0,2,1,0,0,-2,0,2,54,TRUE,0,33
Nathaniel Phillips,DEF,Liverpool,0,0,0,0,0,0,332,0,0,0,0,327,0,0,0,0,2025-04-20T15:30:00Z,0,0,0,0,0,0,0,0,FALSE,11,0,0,0,0,33,0,6803,0,1,0,0,0,-29,0,29,40,FALSE,0,33
Kieran Trippier,DEF,Newcastle,4.5,0,0,-5,0,21.2,418,0.05,0.05,0,2.11,321,4,0,4.2,20.4,2025-04-19T16:30:00Z,75,0,0,0,0,0,0,0,FALSE,2,0,0,0,0,33,0,528398,1,1,4,0,0,-9047,20070,29117,56,FALSE,0,33
Paris Maghoma,MID,Brentford,0.2,0,0,0,0,0,674,0,0,0,0,322,0,0,0,0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,5,0,0,0,0,33,0,1123,0,2,4,0,0,-11,30,41,45,TRUE,0,33
Coby Ebere,MID,Everton,-0.5,0,0,0,0,0,775,0,0,0,0,324,0,0,0,0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,13,0,0,0,0,33,0,172,0,2,0,0,0,-2,23,25,45,TRUE,0,33
John Stones,DEF,Man City,0,0,0,0,0,0,362,0,0,0,0,324,0,0,0,0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,8,0,0,0,0,33,0,116991,0,2,0,0,0,-603,38,641,53,FALSE,0,33
John Stones,DEF,Man City,0,0,0,0,0,0,362,0,0,0,0,336,0,0,0,0,2025-04-22T19:00:00Z,0,0,0,0,0,0,0,0,FALSE,2,0,0,0,0,33,0,116991,0,1,2,0,0,-603,38,641,53,TRUE,0,33
Sam Morsy,MID,Ipswich,0.3,0,0,15,0,13.9,278,0.03,0.03,0,2.51,326,4,0,2.8,13.8,2025-04-20T13:00:00Z,90,0,0,0,0,0,0,0,FALSE,1,0,0,0,0,33,0,14264,1,4,0,0,2,-286,96,382,48,TRUE,0,33
Jayden Meghoma,DEF,Brentford,0,0,0,0,0,0,649,0,0,0,0,322,0,0,0,0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,5,0,0,0,0,33,0,4033,0,2,4,0,0,-42,0,42,40,TRUE,0,33
Lewis Hall,DEF,Newcastle,0,0,0,0,0,0,399,0,0,0,0,321,0,0,0,0,2025-04-19T16:30:00Z,0,0,0,0,0,0,0,0,FALSE,2,0,0,0,0,33,0,577323,0,1,4,0,0,-56491,113,56604,47,FALSE,0,33
Marc Guiu Paz,FWD,Chelsea,0,0,0,0,0,0,178,0,0,0,0,325,0,0,0,0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,FALSE,9,0,0,0,0,33,0,52394,0,2,1,0,0,-539,79,618,47,FALSE,0,33
Tom Cannon,FWD,Leicester,0,0,0,0,0,0,286,0,0,0,0,327,0,0,0,0,2025-04-20T15:30:00Z,0,0,0,0,0,0,0,0,FALSE,12,0,0,0,0,33,0,32896,0,1,0,0,0,-171,0,171,45,TRUE,0,33
Ben Davies,DEF,Spurs,0,0,0,17,0,6.1,484,0.17,0.18,0.01,0.31,329,0,0,2.6,16.6,2025-04-21T19:00:00Z,45,0,0,0,0,0,0,0,FALSE,16,0,0,0,0,33,0,17731,0,2,1,3,1,-67,190,257,43,TRUE,0,33
Tyler Morton,MID,Liverpool,1.5,0,0,0,0,0,331,0,0,0,0,327,0,0,0,0,2025-04-20T15:30:00Z,0,0,0,0,0,0,0,0,FALSE,11,0,0,0,0,33,0,10047,0,1,0,0,0,-24,48,72,44,FALSE,0,33
Jay Robinson,FWD,Southampton,0,0,0,0,0,0,798,0,0,0,0,330,0,0,0,0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,19,0,0,0,0,33,0,3007,0,1,1,0,0,1565,1688,123,45,FALSE,0,33
Matheus França de Oliveira,MID,Crystal Palace,1.4,0,0,0,0,0,208,0,0,0,0,323,0,0,0,0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,FALSE,3,0,0,0,0,33,0,26259,0,0,0,0,0,-12,504,516,44,TRUE,0,33
Matheus França de Oliveira,MID,Crystal Palace,1.4,0,0,0,0,0,208,0,0,0,0,331,0,0,0,0,2025-04-23T19:00:00Z,0,0,0,0,0,0,0,0,FALSE,1,0,0,0,0,33,0,26259,0,2,2,0,0,-12,504,516,44,FALSE,0,33
Calvin Bassey,DEF,Fulham,0.8,0,0,2,0,1,241,0.01,0.01,0,0.9,325,2,0,2.2,20.8,2025-04-20T13:00:00Z,90,0,0,0,0,0,0,0,FALSE,6,0,0,0,0,33,0,65175,1,2,1,0,0,-549,1660,2209,45,TRUE,1,33
Eddie Nketiah,FWD,Crystal Palace,0,0,0,3,0,0.5,11,0,0,0,0.05,323,0,0,0.2,1,2025-04-19T14:00:00Z,15,0,0,0,0,0,0,0,FALSE,3,0,0,0,0,33,0,75187,0,0,0,0,1,786,5177,4391,59,TRUE,0,33
